Nama Cust,Tanggal,No PO,No Inv,No.,Kode Item,Nama Item,Jml,Satuan,Harga,Pot.,Total,PPN,Total Akhir,No FP,Ket
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,6,TRW00002,JASA ANGKUTAN,1,LOT,1252500,0,1252500,137775,1390275,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
PT WILMAR CAHAYA INDONESIA TBK,01/23/26,,0312/JL/CKRG/0126,7,TRW00002,JASA ANGKUTAN,1,LOT,2760000,0,2760000,303600,3063600,,19/01/2026 SPO NO 8306061978 19/01/2026 SPO NO 8306061983 19/01/2026 SPO NO 8306061987 19/01/2026 SPO NO 8306061988 19/01/2026 SPO NO 8306061989 19/01/2026 SPO NO 8306061990 20/01/2026 SPO NO 8306062070
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,1,TRW00002,JASA ANGKUTAN,1,LOT,891000,0,891000,98010,989010,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,2,TRW00002,JASA ANGKUTAN,1,LOT,2760000,0,2760000,303600,3063600,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,3,TRW00002,JASA ANGKUTAN,1,LOT,1437000,0,1437000,158070,1595070,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,4,TRW00002,JASA ANGKUTAN,1,LOT,1437000,0,1437000,158070,1595070,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,5,TRW00002,JASA ANGKUTAN,1,LOT,1265000,0,1265000,139150,1404150,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,6,TRW00002,JASA ANGKUTAN,1,LOT,891000,0,891000,98010,989010,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/30/26,,0464/JL/CKRG/0226,7,TRW00002,JASA ANGKUTAN,1,LOT,1437000,0,1437000,158070,1595070,,21/01/2026 SPO NO 8306062138 23/01/2026 SPO NO 8306062226 26/01/2026 SPO NO 8306062289 28/01/2026 SPO NO 8306062462 28/01/2026 SPO NO 8306062465 29/01/2026 SPO NO 8306062514 30/01/2026 SPO NO 8306062559
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0448/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,2300000,0,2300000,253000,2553000,,21/01/2026 SPO NO 8306062172
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0449/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,2300000,0,2300000,253000,2553000,,21/01/2026 SPO NO 8306062173
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0450/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,3200000,0,3200000,352000,3552000,,22/01/2026 SPO NO 8306062469
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0451/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,2000000,0,2000000,220000,2220000,,25/01/2026 SPO NO 8306062300
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0452/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,3200000,0,3200000,352000,3552000,,26/01/2026 SPO NO 8306062362
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0453/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,3200000,0,3200000,352000,3552000,,26/01/2026 SPO NO 8306062361
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0454/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,1500000,0,1500000,165000,1665000,,29/01/2026 SPO NO 8306062541
PT WILMAR CAHAYA INDONESIA TBK,01/31/26,,0455/JL/CKRG/0226,1,TRW0002,JASA ANGKUTAN,1,UNIT,4800000,0,4800000,528000,5328000,,31/01/2026 SPO NO 8306062623
PT. KAWATA INDONESIA,01/30/26,,0370/JL/CKRG/0126,1,TRW00002,JASA ANGKUTAN,1,LOT,705000,0,705000,77550,782550,,1.12/01/2026 KISO25120016 PICK UP CIKARANG - CIBITUNG 2.13/01/2026 KISO26010004 PICK UP CIKARANG - BOGOR 3.29/01/2026 KISO25100040 PICK UP CIKARANG - CIKAMPEK
PT. KAWATA INDONESIA,01/30/26,,0370/JL/CKRG/0126,2,TRW00002,JASA ANGKUTAN,1,LOT,1410000,0,1410000,155100,1565100,,1.12/01/2026 KISO25120016 PICK UP CIKARANG - CIBITUNG 2.13/01/2026 KISO26010004 PICK UP CIKARANG - BOGOR 3.29/01/2026 KISO25100040 PICK UP CIKARANG - CIKAMPEK
PT. KAWATA INDONESIA,01/30/26,,0370/JL/CKRG/0126,3,TRW00002,JASA ANGKUTAN,1,LOT,1292500,0,1292500,142175,1434675,,1.12/01/2026 KISO25120016 PICK UP CIKARANG - CIBITUNG 2.13/01/2026 KISO26010004 PICK UP CIKARANG - BOGOR 3.29/01/2026 KISO25100040 PICK UP CIKARANG - CIKAMPEK
"YAMAHA MUSICAL PRODUCTS INDONESIA, PT",01/30/26,,0374/JL/CKRG/0126,1,TRW00002,JASA ANGKUTAN,1,LOT,1400000,0,1400000,154000,1554000,,1. 23/01/2026 RITEL B 9877 FXX PT.YMPI (PASURUAN) - PT. CAHAYA INTAN (JAKARTA)
